Name
Dr. A. Ege Engin
Dr. Naim Ahmed
Dr. Baris Aksanli
Dr. Amir Alimohammad
Dr. Ashkan Ashrafi
Dr. Ke Huang
Dr. Tong Huang
Dr. Sunil Kumar
Dr. Saeed Manshadi
Dr. Chris Mi
Dr. Santosh Nagaraj
Dr. Duy H. N. Nguyen
Dr. Yusuf Ozturk
Dr. Christopher Paolini
Dr. Tharm Ratnarajah
Dr. Reza Sabzehgar
Dr. Mahasweta Sarkar
Dr. Sridhar Seshagiri
Dr. Satish K. Sharma
Dr. Ying-Khai Teh
Dr. Hakan Töreyin
Dr. Junfei Xie
